학원/교습소,학원명,도로명주소,개설일자,적재일시,위도,경도
학원,배우의길연기학원,서울특별시 강남구 학동로33길 8,20131205,20230627,37.5164479,127.0321978
교습소,압구정윌리영어교습소,서울특별시 강남구 언주로173길 12,20131212,20230627,37.5281443,127.0325627
교습소,한티음악교습소,서울특별시 강남구 선릉로 225,20131210,20230730,37.5290401,127.041123
학원,커피바리스타교육학원,서울특별시 강남구 논현로94길 25-4,20131216,20230627,37.5028483,127.0384082
교습소,브라이트잉글리쉬(Bright English)영어교습소,서울특별시 강남구 광평로10길 6,20131209,20230627,37.4827048,127.0799026
교습소,코칭영어교습소,서울특별시 강남구 광평로10길 6,20131217,20230627,37.4827048,127.0799026
학원,진아카데미학원,서울특별시 강남구 선릉로76길 34,20131219,20230627,37.5022469,127.0511782
교습소,지앤아트미술교습소,서울특별시 강남구 개포로109길 9,20131217,20230627,37.4968938,127.077245
학원,일공비상학원,서울특별시 강남구 강남대로 368,20131217,20230627,37.5064819,127.0236118
학원,바룸학원,서울특별시 강남구 삼성로58길 39,20131220,20230627,37.49947075,127.06443927906600
학원,씨엠에스(CMS)대치입시센터2관학원,서울특별시 강남구 삼성로 334,20131224,20230627,37.5067233,127.0566608
학원,플라즈마고등1관학원,서울특별시 강남구 삼성로 341,20131223,20230627,37.5067233,127.0566608
학원,프라이드제이어학원,서울특별시 강남구 논현로168길 36,20131226,20230627,37.524071,127.0295266
학원,영어나무학원,서울특별시 강남구 남부순환로 2941,20131230,20230627,37.4942597,127.0619534622890
교습소,비상음악교습소,서울특별시 강남구 개포로22길 52,20131230,20230730,37.4760298,127.050135
교습소,혜성과학교습소,서울특별시 강남구 삼성로63길 10,20131231,20230627,37.5011242,127.0588657
학원,블랑쉬아트학원,서울특별시 강남구 봉은사로 319,20140103,20230627,37.5099037,127.0419072
학원,양일훈코스메틱아카데미학원,서울특별시 강남구 테헤란로8길 11-7,20140110,20230627,37.4973549,127.0318573
학원,대치삼보어학원,서울특별시 강남구 남부순환로 2911-1,20140108,20230627,37.49271575,127.05774815000000
학원,호묵스미디어교육학원,서울특별시 강남구 역삼로25길 3,20140121,20230627,37.4975787,127.0401162
학원,피에스유(PSU)에듀센터어학원,서울특별시 강남구 강남대로92길 17,20140120,20230627,37.4992069,127.0295841
교습소,기똥찬수학교습소,서울특별시 강남구 도곡로 510,20140115,20230627,37.49900365,127.06215600104200
교습소,빨간펜수학의달인강남개포점교습소,서울특별시 강남구 개포로128길 8,20140122,20230627,37.4935609,127.0838737
교습소,강남예일영어교습소,서울특별시 강남구 개포로 512,20140122,20230627,37.4893719,127.0689278
교습소,에프엠에이(FMA)수학교습소,서울특별시 강남구 도곡로73길 14,20140205,20230627,37.4991101,127.0569369
교습소,책읽기독서논술교습소,서울특별시 강남구 역삼로52길 14,20140205,20230627,37.497773,127.0485746
학원,리드101삼성영어학원,서울특별시 강남구 학동로68길 7,20140219,20230627,37.5172971,127.04680085
교습소,도곡스토리피아노교습소,서울특별시 강남구 역삼로64길 25,20140218,20230627,37.5004967,127.052971
교습소,수리백수학교습소,서울특별시 강남구 개포로 508,20140219,20230627,37.4892527,127.0678147
교습소,매쓰포유수학교습소,서울특별시 강남구 삼성로67길 33,20140219,20230627,37.5002957,127.0563369
학원,풍경소리미술학원,서울특별시 강남구 언주로173길 20,20140219,20230627,37.5281443,127.0325627
학원,세라핌음악학원,서울특별시 강남구 강남대로84길 28,20140219,20230627,37.4969992,127.0306379
학원,레베라어학원,서울특별시 강남구 논현로168길 18,20140301,20230627,37.524071,127.0295266
학원,리드101압구정영어학원,서울특별시 강남구 압구정로46길 30,20140228,20230627,37.5286162,127.0368759
학원,강의하는아이들대치학원,서울특별시 강남구 선릉로 319,20140226,20230627,37.5290401,127.041123
교습소,대치셈수학교습소,서울특별시 강남구 삼성로64길 5,20140303,20230627,37.5004417,127.060492
교습소,한솔피아노교습소,서울특별시 강남구 선릉로132길 39,20140227,20230627,37.5185171,127.0442398
교습소,현음악교습소,서울특별시 강남구 양재대로33길 25,20140227,20230627,37.4907388,127.0827472
교습소,주광호샘네모과학논술교습소,서울특별시 강남구 남부순환로 2917,20140225,20230627,37.4929498,127.0592055
교습소,워크룸신미술교습소,서울특별시 강남구 도산대로11길 5,20140225,20230627,37.5200487,127.0223078
교습소,연기이야기연기교습소,서울특별시 강남구 논현로 326,20140225,20230627,37.5272651,127.0283095
학원,시대인재11학원,서울특별시 강남구 삼성로 324,20140310,20230730,37.50083925,127.06018344653800
학원,글로벌마케터교육학원,서울특별시 강남구 논현로149길 75,20140307,20230627,37.5177911,127.0257898
학원,메사(MESA)인재관학원,서울특별시 강남구 도곡로 511,20140307,20230627,37.4996032,127.0623044
교습소,호건영어교습소,서울특별시 강남구 도산대로27길 26,20140306,20230627,37.5218007,127.0274785
교습소,교인영어교습소,서울특별시 강남구 선릉로72길 12,20140306,20230627,37.4994291,127.0524273
학원,책읽는미술관학원,서울특별시 강남구 삼성로147길 18,20140307,20230627,37.521781850000000,127.0471182
학원,비바음악학원,서울특별시 강남구 헌릉로569,20140307,20230627,0.0,0.0
학원,인터프렙어학원,서울특별시 강남구 역삼로 424,20140312,20230627,37.4971992,127.041991
학원,마이티애견미용학원,서울특별시 강남구 논현로 613,20140313,20230627,37.502788,127.0350589
학원,트윈클어학원,서울특별시 강남구 도곡로63길 29,20140314,20230627,37.4981775,127.0540753
학원,폴아카데미어학학원,서울특별시 강남구 삼성로85길 32,20140314,20230627,37.5038579,127.0548248
학원,아이비퓨전댄스학원,서울특별시 강남구 선릉로93길 7,20140310,20230627,37.5048128,127.0467862
교습소,심영어교습소,서울특별시 강남구 광평로10길 15,20140317,20230627,37.4827048,127.0799026
학원,서하미술학원,서울특별시 강남구 논현로114길 11,20140320,20230627,37.5087397,127.0344307
학원,시대인재T관8층학원,서울특별시 강남구 도곡로77길 3,20140318,20230730,37.49846715,127.05846235246700
학원,네오캣(NEO CAT)창의관미술학원,서울특별시 강남구 선릉로87길 10,20140404,20230627,37.503016,127.0483374
학원,아이엠2관미술학원,서울특별시 강남구 선릉로76길 26,20140401,20230627,37.5022469,127.0511782
학원,가우디미술학원,서울특별시 강남구 선릉로93길 27,20140318,20230627,37.5048128,127.0467862
학원,박샘다비드조소학원,서울특별시 강남구 선릉로82길 5,20140318,20230627,37.5027707,127.0536424
교습소,아가페영어교습소,서울특별시 강남구 광평로10길 15,20140401,20230627,37.4827048,127.0799026
학원,카페바리스타아카데미학원,서울특별시 강남구 테헤란로10길 43,20140408,20230627,37.4964603,127.0333328
학원,유씨국제교육개발원어학원,서울특별시 강남구 테헤란로83길 33,20140411,20230627,37.5093693,127.0570895
학원,다원중등2관학원,서울특별시 강남구 도곡로 521,20140408,20230730,37.5001816,127.0648724
학원,비전21네오관학원,서울특별시 강남구 삼성로61길 18,20140414,20230730,37.4985537,127.057231
학원,시대인재3관학원,서울특별시 강남구 도곡로 510,20140414,20230730,37.49900365,127.06215600104200
학원,스타하우스트레이닝센터연기학원,서울특별시 강남구 역삼로 555,20140414,20230627,37.4971992,127.041991
교습소,컨셉트바이제이영어교습소,서울특별시 강남구 역삼로64길 15,20140409,20230627,37.5004967,127.052971
학원,엠에스인스티튜트학원,서울특별시 강남구 역삼로78길 18,20140418,20230627,37.5013098,127.05713395000000
학원,뿌리깊은수학학원,서울특별시 강남구 선릉로 225,20140416,20230627,37.5290401,127.041123
교습소,이노영기타교습소,서울특별시 강남구 도곡로 129,20140415,20230627,37.5001816,127.0648724
교습소,탐수학교습소,서울특별시 강남구 삼성로 238,20140418,20230627,37.4986054,127.06143261150700
학원,이에스씨에이씨티어학원,서울특별시 강남구 압구정로 208,20140428,20230627,37.5219841,127.0183177
교습소,제이알에듀영어교습소,서울특별시 강남구 개포로82길 13-11,20140425,20230627,37.488846,127.0670631
학원,달공사이버원격학원,서울특별시 강남구 선릉로 319,20140117,20230627,37.5290401,127.041123
학원,미즈노블청담글로벌뷰티아트센터미용학원,서울특별시 강남구 도산대로57길 13-4,20140508,20230627,37.5242666,127.0412592
학원,운성학원,서울특별시 강남구 삼성로 233,20140429,20230627,37.49804145,127.06094453943700
학원,판스토리음악학원,서울특별시 강남구 학동로4길 18,20140512,20230627,37.5100561,127.023491
학원,김현정수학플러스학원,서울특별시 강남구 삼성로 225,20140429,20230730,37.49716785,127.06147751171200
학원,케이에스(KS)연기학원,서울특별시 강남구 선릉로 815,20140428,20230627,37.5290401,127.041123
학원,우림학원,서울특별시 강남구 도곡로77길 7,20140418,20230627,37.49881705,127.05839936172500
학원,다빈치교육독학재수학원,서울특별시 강남구 삼성로 313,20140429,20230730,37.48315755,127.0687079533270
학원,미탐영재센터학원,서울특별시 강남구 삼성로51길 42,20140501,20230627,37.4965521,127.0607866
학원,대찬영재의대센터학원,서울특별시 강남구 삼성로57길 28,20140507,20230730,37.497661,127.0587798852020
교습소,뮤직스토리음악교습소,서울특별시 강남구 밤고개로21길 25,20140512,20230627,37.4733456,127.1123547
학원,형진영어학원,서울특별시 강남구 남부순환로 2936,20140514,20230730,37.4933484,127.0618811053220
교습소,리즈아트스튜디오미술교습소,서울특별시 강남구 학동로50길 14,20140513,20230627,37.5166146,127.0398463
교습소,입체와평면미술교습소,서울특별시 강남구 역삼로63길 21,20140516,20230627,37.5018081,127.0523554
교습소,앤드류권영어교습소,서울특별시 강남구 삼성로 155,20140521,20230627,37.49401,127.0629819
교습소,자그마치미술교습소,서울특별시 강남구 도산대로85길 30,20140521,20230627,37.527354,127.0514856
교습소,피나클아카데미진로진학교습소,서울특별시 강남구 언주로173길 12,20140523,20230627,37.5281443,127.0325627
학원,지를향하여학원,서울특별시 강남구 도곡로 516,20140523,20230627,37.4991729,127.0629734
학원,박현국어학원,서울특별시 강남구 도곡로 448,20140521,20230627,37.49811285,127.05961491973500
학원,함영원영어학원,서울특별시 강남구 남부순환로 2937,20140530,20230730,37.49409635,127.0616096
학원,함영원보습학원,서울특별시 강남구 남부순환로 2937,20140530,20230730,37.49409635,127.0616096
학원,코스4.0학원,서울특별시 강남구 논현로159길 18,20140530,20230627,37.5222726,127.0249621
교습소,해강수학교습소,서울특별시 강남구 도곡로83길 8,20140528,20230627,37.5002163,127.0621774
학원,비바스터디센터압구정독서실,서울특별시 강남구 논현로167길 19,20140609,20230627,37.5246107,127.0275882
학원,청명학원,서울특별시 강남구 선릉로130길 20,20140616,20230627,37.5169448,127.0439564
학원,스티븐아카데미원격학원,서울특별시 강남구 선릉로86길 15,20140616,20230627,37.5035345,127.0515452
학원,다함에듀원격학원,서울특별시 강남구 도곡로 515,20140619,20230627,37.5001816,127.0648724
교습소,아인과학교습소,서울특별시 강남구 삼성로61길 10,20140618,20230627,37.4985537,127.057231
학원,서승원국어학원,서울특별시 강남구 논현로175길 40,20140620,20230627,37.5243164,127.0241243
교습소,혜안영어교습소,서울특별시 강남구 선릉로62길 32-1,20140626,20230627,37.4978778,127.055098
교습소,유클래스수시논술교습소,서울특별시 강남구 삼성로61길 10,20140703,20230627,37.4985537,127.057231
학원,쌤과통하는학원,서울특별시 강남구 도산대로85길 30,20140707,20230627,37.527354,127.0514856
학원,정샘물아카데미학원,서울특별시 강남구 도산대로81길 25,20140707,20230627,37.526885,127.0467541
학원,대치에이닷영어학원,서울특별시 강남구 도곡로 423,20140709,20230627,37.49781085,127.0568145
학원,마리엠아카데미학원,서울특별시 강남구 도산대로11길 22,20140710,20230627,37.5188318,127.0226276
학원,씨에스알파학원,서울특별시 강남구 삼성로58길 29,20140710,20230627,37.499203250000000,127.06362795338800
학원,지아이에스(GIS)어학원,서울특별시 강남구 개포로22길 78,20140710,20230627,37.4760298,127.050135
학원,듀크어학원,서울특별시 강남구 영동대로 231,20140715,20230627,37.4998344,127.0674141
학원,라즈원격교습학원,서울특별시 강남구 삼성로71길 30,20140707,20230627,37.5017058,127.0564772
학원,예섬초등관학원,서울특별시 강남구 도곡로 414,20140723,20230730,37.5001816,127.0648724
학원,생각하는영재학원,서울특별시 강남구 삼성로64길 51,20140709,20230627,37.5008445,127.0641079
학원,세정초중등관학원,서울특별시 강남구 도곡로77길 14,20140721,20230627,37.5000976,127.0579215
교습소,윤수학교습소,서울특별시 강남구 개포로 615,20140716,20230627,37.4925547,127.0754942
학원,거인의어깨교육연구소학원,서울특별시 강남구 역삼로 546,20140724,20230627,37.4971992,127.041991
교습소,김혜경영어교습소,서울특별시 강남구 도곡로93길 12,20140725,20230627,37.5010621,127.064742
학원,열정스토리학원,서울특별시 강남구 도곡로 409,20140801,20230627,37.49733235,127.05518948208500
학원,대치소마2관학원,서울특별시 강남구 도곡로 515,20140731,20230627,37.5001816,127.0648724
학원,씨앤씨스쿨연기학원,서울특별시 강남구 언주로129길 17,20140804,20230627,37.5143159,127.034383
학원,토즈도곡타워팰리스스마트독서실,서울특별시 강남구 언주로 120,20140731,20230627,37.486774250000000,127.05130958121300
학원,아담리즈수학압구정직영학원,서울특별시 강남구 언주로168길 15,20140805,20230627,37.5262555,127.0350992
교습소,박영배수학교습소,서울특별시 강남구 삼성로 231,20140801,20230627,37.4978449,127.0609981
교습소,강샘수학교습소,서울특별시 강남구 개포로109길 9,20140801,20230627,37.4968938,127.077245
학원,손과학학원,서울특별시 강남구 역삼로64길 12,20140814,20230627,37.5004967,127.052971
학원,에듀플학원,서울특별시 강남구 삼성로 231,20140814,20230627,37.4978449,127.0609981
학원,윈저로얄학원,서울특별시 강남구 언주로150길 14,20140814,20230627,37.5214451,127.0363397
학원,(주)엠제이재즈피아노실용음악학원,서울특별시 강남구 테헤란로1길 28-14,20140814,20230627,37.5001711,127.0274709
학원,대치리얼수학학원,서울특별시 강남구 도곡로 519,20140902,20230627,37.5001816,127.0648724
학원,잉글리쉬&매쓰매니저학원,서울특별시 강남구 선릉로 642,20140725,20230627,37.5290401,127.041123
학원,시사쿡요리아카데미학원,서울특별시 강남구 테헤란로4길 28,20140829,20230627,37.4968648,127.0302159
학원,케이티케이(KTK)아카데미학원,서울특별시 강남구 테헤란로34길 19,20140818,20230627,37.5001284,127.0406018
학원,디자인나스강남점학원,서울특별시 강남구 선릉로111길 17,20140822,20230627,37.5104667,127.0416363
학원,여상진수리논술원격학원,서울특별시 강남구 도곡로 445,20140729,20230627,37.4986343,127.0590845921330
학원,비트캠프강남학원,서울특별시 강남구 강남대로94길 20,20100823,20230627,37.501036,127.0315808
학원,세이노학원,서울특별시 강남구 삼성로63길 5,20140924,20230627,37.4996615,127.0600030411780
학원,그린램프라이브러리도곡캠퍼스독서실,서울특별시 강남구 언주로 325,20140919,20230627,37.5127061,127.0355919
학원,씨에스제이(CSJ)영어학원,서울특별시 강남구 도곡로77길 8,20140721,20230627,37.49889505,127.05868622107800
학원,스터디피티학원,서울특별시 강남구 도곡로63길 27,20140717,20230627,37.4981775,127.0540753
학원,이루리2관학원,서울특별시 강남구 도곡로77길 5,20140902,20230627,37.49865475,127.0583992
학원,잘큼센터청담학원,서울특별시 강남구 학동로97길 42,20140903,20230627,37.52244565,127.05474084599900
학원,압구정이지댄스아카데미학원,서울특별시 강남구 압구정로28길 22-10,20140905,20230627,37.5251813,127.0265137
학원,브이에스비상2관학원,서울특별시 강남구 도곡로 458,20140904,20230627,37.498342200000000,127.06054292427600
학원,수학의열쇠학원,서울특별시 강남구 역삼로 404,20140929,20230627,37.4971992,127.041991
학원,파리클라라네일아트자격증미용학원,서울특별시 강남구 테헤란로1길 28-14,20141010,20230627,37.5001711,127.0274709
학원,사운디스트학원,서울특별시 강남구 논현로152길 32,20140919,20230627,37.5212989,127.0300641
학원,애니포스만화학원,서울특별시 강남구 선릉로86길 7,20140919,20230627,37.5035345,127.0515452
학원,정영어학원,서울특별시 강남구 남부순환로 2941,20140912,20230627,37.4942597,127.0619534622890
학원,이룸프리미엄스터디독서실,서울특별시 강남구 선릉로 227,20140912,20230627,37.5290401,127.041123
학원,오렌지큐브서울학원,서울특별시 강남구 도산대로89길 41,20140917,20230627,37.5260742,127.0501776
학원,몬테키즈어학원,서울특별시 강남구 논현로152길 30,20140924,20230627,37.5212989,127.0300641
학원,필수학학원,서울특별시 강남구 선릉로68길 10,20141017,20230627,37.499362,127.0535017
교습소,작은손아트스튜디오미술교습소,서울특별시 강남구 학동로68길 7,20141007,20230627,37.5172971,127.04680085
학원,그리핀수학보습학원,서울특별시 강남구 남부순환로 2936,20141022,20230627,37.4933484,127.0618811053220
학원,지엠그리핀수학보습학원,서울특별시 강남구 남부순환로 2936,20141022,20230627,37.4933484,127.0618811053220
교습소,카르마피직스(KARMAPHYSICS)물리교습소,서울특별시 강남구 역삼로78길 13,20141024,20230627,37.501657700000000,127.05725900000000
교습소,미래인재수학교습소,서울특별시 강남구 선릉로 320,20141024,20230627,37.5290401,127.041123
교습소,수현과학교습소,서울특별시 강남구 삼성로57길 33,20141007,20230627,37.497321300000000,127.05838482388000
교습소,도성해법수학교습소,서울특별시 강남구 역삼로 315,20140814,20230627,37.4971992,127.041991
학원,미투스카이학원,서울특별시 강남구 삼성로 325,20141029,20230627,37.5067233,127.0566608
학원,쉿연기학원,서울특별시 강남구 논현로131길 33,20141023,20230627,37.513775,127.0273425
학원,이례연기학원,서울특별시 강남구 도곡로1길 14,20141010,20230730,37.4910774,127.0322935
학원,세곡소마수학학원,서울특별시 강남구 헌릉로,20141022,20230627,37.4682348,127.1213133
학원,드림팩토리컴퓨터학원,서울특별시 강남구 학동로59길 24,20090907,20230627,37.5184031,127.0435774
학원,트렌미미용학원,서울특별시 강남구 봉은사로 119,20141028,20230627,37.5153694,127.0665939
학원,대치어썸팩토리독서실,서울특별시 강남구 삼성로64길 32,20141103,20230627,37.5008445,127.0641079
학원,엠베스트학원,서울특별시 강남구 도곡로57길 9-11,20141107,20230730,37.4960244,127.0494776
학원,에스플러스학원,서울특별시 강남구 테헤란로6길 48,20141111,20230627,37.4971109,127.0310202
학원,엠제이스터디독서실,서울특별시 강남구 헌릉로 569,20141111,20230627,37.4682348,127.1213133
학원,강남리더스학원,서울특별시 강남구 헌릉로 569,20140303,20230627,37.4682348,127.1213133
학원,미래의1관학원,서울특별시 강남구 삼성로72길 3,20141118,20230730,37.5016541,127.0627283
학원,필립영어학원,서울특별시 강남구 선릉로62길 33,20141113,20230627,37.498016750000000,127.05512295
학원,서울엘리트학원,서울특별시 강남구 역삼로 420,20230508,20230627,37.4971992,127.041991
학원,크리스스튜디오영어어학원,서울특별시 강남구 논현로159길 20,20141106,20230627,37.5222726,127.0249621
학원,오하운폴댄스학원,서울특별시 강남구 봉은사로6길 34,20141104,20230627,37.5028621,127.0274496
교습소,석암당서원강남분원한자교습소,서울특별시 강남구 삼성로135길 41,20140821,20230627,37.5197105,127.0467852
교습소,대치채움수학교습소,서울특별시 강남구 삼성로 151,20140828,20230627,37.4931449,127.0629809
교습소,연세포레음악교습소,서울특별시 강남구 광평로34길 55,20140901,20230627,37.4815213,127.0917406
교습소,데시앙포레해법수학교습소,서울특별시 강남구 광평로34길 55,20140901,20230627,37.4815213,127.0917406
교습소,매쓰리더(MATHLEADER)수학교습소,서울특별시 강남구 남부순환로 2927,20140916,20230627,37.49370365,127.06041386356200
교습소,슈베르트바이올린교습소,서울특별시 강남구 선릉로 225,20140916,20230730,37.5290401,127.041123
교습소,멘토표은주국어교습소,서울특별시 강남구 도곡로 405,20140923,20230627,37.49377735,127.04850715502100
학원,디제이소사이어티학원,서울특별시 강남구 압구정로12길 13,20141120,20230627,37.5226578,127.0233729
학원,나다어학원,서울특별시 강남구 도곡로 501,20141121,20230627,37.4993057,127.06114458339800
학원,엘피(LP)댄스학원,서울특별시 강남구 테헤란로5길 11,20141126,20230627,37.5014924,127.0293318
학원,어린이현대미술교육연구소빅피쉬아트도곡본원미술학원,서울특별시 강남구 선릉로 225,20141124,20230627,37.5290401,127.041123
학원,비라운지독서실,서울특별시 강남구 언주로 866,20141106,20230627,37.5127061,127.0355919
학원,플래뮤아트센터대치미술학원,서울특별시 강남구 선릉로 225,20141107,20230627,37.5290401,127.041123
학원,유토스학원,서울특별시 강남구 테헤란로19길 5,20141110,20230627,37.500381000000000,127.03343475871500
학원,미술공작소연학원,서울특별시 강남구 도산대로25길 47,20141121,20230627,37.5213166,127.0268443
학원,강남원비트실용음악학원,서울특별시 강남구 학동로4길 20,20141113,20230627,37.5100561,127.023491
학원,명성아카데미음악학원,서울특별시 강남구 헌릉로570길 30,20141113,20230627,37.4633176,127.1029406
학원,하이터치수학학원,서울특별시 강남구 봉은사로57길 59,20141202,20230627,37.5111807,127.0453701
학원,상위권수학학원,서울특별시 강남구 압구정로29길 65,20141205,20230627,37.5297989,127.0278351
학원,깊은생각초등수학보습학원,서울특별시 강남구 삼성로 321,20141205,20230627,37.5067233,127.0566608
교습소,언어나무스피치화술교습소,서울특별시 강남구 역삼로64길 26,20141208,20230627,37.5004967,127.052971
교습소,쿨김아카데미에스에이티(SAT)영어교습소,서울특별시 강남구 압구정로30길 60,20141201,20230627,37.524714,127.0290956
학원,에스원학원,서울특별시 강남구 도곡로 424,20141210,20230627,37.49728035,127.05697009287800
교습소,포엥트발레교습소,서울특별시 강남구 학동로101길 21,20141211,20230627,37.5224851,127.0564725
학원,퀸즈이화음악학원,서울특별시 강남구 선릉로 225,20141204,20230730,37.5290401,127.041123
학원,유너스학원,서울특별시 강남구 선릉로112길 50,20141211,20230627,37.5120461,127.047077
학원,다미네일아카데미학원,서울특별시 강남구 광평로56길 14,20141217,20230627,37.4872971,127.1040002
학원,다원교육특목관학원,서울특별시 강남구 삼성로 301,20141215,20230730,37.499051300000000,127.06048790743200
학원,책읽기와글쓰기리딩엠도곡학원,서울특별시 강남구 선릉로 225,20141219,20230627,37.5290401,127.041123
학원,바른공부독서실,서울특별시 강남구 삼성로58길 11,20141222,20230627,37.498816900000000,127.06225
학원,아이엠바리스타커피학원,서울특별시 강남구 테헤란로4길 38-5,20141224,20230627,37.4968648,127.0302159
학원,실마리수학학원,서울특별시 강남구 헌릉로 569,20141223,20230627,37.4682348,127.1213133
교습소,원포인수학교습소,서울특별시 강남구 역삼로 306,20141114,20230627,37.4989726,127.0469391
교습소,키즈12아트미술교습소,서울특별시 강남구 학동로97길 42,20141113,20230627,37.52244565,127.05474084599900
교습소,오르세아트미술교습소,서울특별시 강남구 삼성로67길 49,20141110,20230627,37.5002957,127.0563369
교습소,키즈12스팀(STEAM)교과수학교습소,서울특별시 강남구 학동로97길 42,20141113,20230627,37.52244565,127.05474084599900
학원,퍼스트인(First 人)학원,서울특별시 강남구 삼성로 308,20141229,20230627,37.48436825,127.067941475418
학원,옐로우커브(YELLOCURVE)패턴학원,서울특별시 강남구 강남대로162길 41,20141230,20230627,37.5215547,127.0213159
교습소,과탑과학교습소,서울특별시 강남구 도곡로77길 5,20150105,20230627,37.49865475,127.0583992
학원,비전앤(N)독학재수관독서실,서울특별시 강남구 삼성로63길 21,20150109,20230627,37.5011242,127.0588657
학원,마이아틀리에미술학원,서울특별시 강남구 강남대로92길 31,20150109,20230627,37.4992069,127.0295841
학원,기파랑문해원대치원중등관학원,서울특별시 강남구 선릉로64길 5,20150107,20230627,37.4992221,127.053057
학원,피아이국제관학원,서울특별시 강남구 도곡로 319,20150120,20230627,37.5001816,127.0648724
학원,씨엠에스(CMS)대치고등1관학원,서울특별시 강남구 삼성로 336,20150119,20230627,37.5067233,127.0566608
학원,나무독서실,서울특별시 강남구 도곡로18길 4,20150119,20230627,37.4894218,127.0383343
교습소,김윤진피아노교습소,서울특별시 강남구 삼성로4길 17,20150126,20230627,37.4866849,127.0689592
교습소,하이플러스수학(High+Math)교습소,서울특별시 강남구 선릉로 225,20150126,20230627,37.5290401,127.041123
교습소,정희원수학교습소,서울특별시 강남구 삼성로67길 6,20150113,20230627,37.5002957,127.0563369
학원,가온국악보습학원,서울특별시 강남구 개포로22길 80,20150209,20230627,37.4760298,127.050135
학원,메리앤지네일아카데미학원,서울특별시 강남구 도산대로1길 40,20150205,20230627,37.5191769,127.0195418
교습소,수미상관한국어교습소,서울특별시 강남구 삼성로61길 12,20150206,20230627,37.4985537,127.057231
교습소,그레이스잉글리시(Grace English)영어교습소,서울특별시 강남구 도곡로 405,20150206,20230627,37.49377735,127.04850715502100
교습소,김은지한자한문교습소,서울특별시 강남구 남부순환로 2917,20150128,20230627,37.4929498,127.0592055
학원,아이비셉트학원,서울특별시 강남구 논현로175길 63,20150209,20230627,37.5243164,127.0241243
교습소,더그리미(the 그리미)미술교습소,서울특별시 강남구 헌릉로570길 30,20150212,20230627,37.4633176,127.1029406
학원,스카이로학원,서울특별시 강남구 일원로 95,20150213,20230627,37.49121,127.08067
학원,폴라나어학원,서울특별시 강남구 학동로97길 20,20150217,20230730,37.5224229,127.0538738
학원,모두스만화애니전문학원,서울특별시 강남구 선릉로82길 15,20150225,20230627,37.5027707,127.0536424
학원,닥터필로스대치학원,서울특별시 강남구 선릉로16길 6,20150225,20230627,37.48350965,127.0601226
교습소,독일기타교습소,서울특별시 강남구 선릉로 328,20150305,20230627,37.4990214,127.0518807
학원,대치위너스카이수학학원,서울특별시 강남구 역삼로64길 9,20150306,20230627,37.5011442,127.0526662
학원,원일아이숲어학원,서울특별시 강남구 광평로10길 15,20150304,20230627,37.4827048,127.0799026
학원,제이에스(JS)연기아카데미학원,서울특별시 강남구 테헤란로70길 10,20150303,20230627,37.5050892,127.0532922
학원,에더블빌리지어학원,서울특별시 강남구 논현로145길 36,20150223,20230627,37.517598,127.0272559
교습소,피바디바이올린교습소,서울특별시 강남구 학동로97길 42,20150227,20230627,37.52244565,127.05474084599900
학원,아하김일래수학전문학원,서울특별시 강남구 남부순환로 2909,20150302,20230627,37.49218995,127.05746583355200
교습소,명지대이세돌바둑교습소,서울특별시 강남구 선릉로 225,20150306,20230627,37.5290401,127.041123
학원,어린이현대미술교육연구소-빅피쉬세곡미술학원,서울특별시 강남구 헌릉로 569,20150306,20230627,37.4682348,127.1213133
학원,링크(LINK)물리학원,서울특별시 강남구 삼성로71길 16,20150317,20230627,37.5021519,127.0579979
학원,상신학원,서울특별시 강남구 개포로22길 40,20150313,20230627,37.4760298,127.050135
학원,이룸학원,서울특별시 강남구 도곡로78길 22,20150313,20230627,37.496800750000000,127.05940410635700
학원,대치프라우드7학원,서울특별시 강남구 도곡로 418,20150227,20230627,37.49699445,127.05630455
학원,문릿꽃꽂이학원,서울특별시 강남구 도산대로17길 36,20150317,20230627,37.5186925,127.0251479
학원,아이큐브학원,서울특별시 강남구 역삼로52길 14,20150325,20230627,37.497773,127.0485746
학원,스터디플래닛대치지점독서실,서울특별시 강남구 선릉로 227,20150311,20230627,37.5290401,127.041123
학원,엘라인발레학원,서울특별시 강남구 학동로56길 26,20150402,20230627,37.5139007,127.0434601
학원,플로포즈꽃예술학원,서울특별시 강남구 논현로64길 19,20150402,20230627,37.4937493,127.0412351
학원,옥스포드아카데미(OXFORD ACADEMY)어학원,서울특별시 강남구 언주로172길 13,20150403,20230627,37.5272166,127.0368528
학원,브러쉬온학원,서울특별시 강남구 선릉로 643,20150406,20230627,37.5290401,127.041123
학원,러닝포리스트(Learning Forest)학원,서울특별시 강남구 압구정로30길 17,20150330,20230627,37.524714,127.0290956
학원,압구정플래뮤(PLAMU)학원,서울특별시 강남구 도산대로25길 35,20150417,20230627,37.5207129,127.0267631
학원,엠에스씨브레인컨설팅학원,서울특별시 강남구 영동대로50길 10,20150409,20230627,37.4989341,127.0706254
학원,김동하영어학원,서울특별시 강남구 도곡로 450,20150327,20230627,37.4981316,127.05981030000000
학원,프리나발레핏학원,서울특별시 강남구 선릉로93길 7,20150414,20230627,37.5048128,127.0467862
교습소,아이비프렙잉글리시영어교습소,서울특별시 강남구 선릉로 225,20150409,20230627,37.5290401,127.041123
