,인허가일자,폐업일자,사업장명,도로명주소,Latitude,Longitude
1118,2017-01-19,,(주)보나비 아티제 뱅뱅사거리점,서울특별시 강남구 강남대로 298,37.489976,127.0318135
1119,2016-02-18,,로사키친 리틀아시아,서울특별시 강남구 광평로19길 15,37.4848508,127.085277
1120,2016-06-03,,씨유 논현역드림점,서울특별시 강남구 강남대로 570,37.5128276,127.0209895
1121,1992-11-01,,세븐일레븐 일원본점,서울특별시 강남구 양재대로55길 13,37.4917015,127.0875113
1122,2016-03-11,,지에스25 강남태강점,서울특별시 강남구 테헤란로10길 14,37.4982105,127.0323325
1123,1985-05-03,,자유시간,서울특별시 강남구 역삼로 166,37.4949991,127.037287
1124,2022-11-14,,카페더무로(CAFE THE MURO),서울특별시 강남구 테헤란로33길 34,37.5039891,127.0387778
1125,2016-01-18,,씨유대치예영점,서울특별시 강남구 삼성로63길 5,37.499872,127.059668
1126,1988-10-22,,커피숍아베,서울특별시 강남구 영동대로 511,37.5103975,127.0611934
1127,1988-10-22,,오리커피,서울특별시 강남구 영동대로 511,37.5103975,127.0611934
1128,1988-11-04,,와퍼,서울특별시 강남구 테헤란로 521,37.5090474,127.060893
1129,2016-10-13,,GS25 개포럭키점,서울특별시 강남구 개포로20길 12,37.4779337,127.0472578
1130,2017-01-25,,라온&제면명가 수서역사점,서울특별시 강남구 밤고개로 99,37.4860551,127.1042286
1131,2017-01-03,,지에스25 도곡역점,서울특별시 강남구 남부순환로 2912,37.4908388,127.0572409
1132,2017-01-26,,고마켓,서울특별시 강남구 도산대로85길 30,37.5264323,127.0496672
1133,2016-04-05,,지에스25 논현동현점,서울특별시 강남구 도산대로50길 27,37.5206161,127.0377389
1134,2016-04-06,,아실,서울특별시 강남구 봉은사로48길 44-17,37.5059395,127.0427053
1135,2016-07-20,,더즙,서울특별시 강남구 테헤란로4길 14,37.4972525,127.0295776
1136,2016-07-20,,프로푸모(Profumo),서울특별시 강남구 강남대로 318,37.4915808,127.0311894
1137,1990-02-04,,뉴삼화관광호텔,서울특별시 강남구 도산대로1길 83,37.521989,127.0195488
1138,2016-03-15,,GS25 강남로데오점,서울특별시 강남구 압구정로54길 16,37.5268477,127.0392751
1139,2016-06-24,,피크피씨방,서울특별시 강남구 압구정로 334,37.528149,127.038049
1140,2016-01-26,,주스탐 압구정점,서울특별시 강남구 논현로 868,37.5261192,127.0287741
1141,2016-01-26,,지에스25 강남본점,서울특별시 강남구 테헤란로2길 8,37.4976012,127.0287219
1142,2015-12-14,,이디야,서울특별시 강남구 언주로81길 8,37.500366,127.042869
1143,2015-12-15,,탐앤탐스 논현점,서울특별시 강남구 강남대로118길 43,37.5074248,127.0265303
1144,2017-01-02,,조이팡팡,서울특별시 강남구 개포로22길 23,37.4775576,127.0487695
1145,2016-09-27,,지에스25 강남와이비엠점,서울특별시 강남구 강남대로94길 9,37.4994846,127.0280991
1146,2016-09-27,,놀숲 압구정역점,서울특별시 강남구 압구정로28길 22-6,37.5252862,127.0270233
1147,2016-09-27,,커피(coffee),서울특별시 강남구 삼성로76길 16,37.5040636,127.0596603
1148,2016-09-28,,스터디 나우 카페,서울특별시 강남구 선릉로68길 19,37.4994047,127.0531876
1149,2016-08-26,,지에스(GS)25 파르나스타워점,서울특별시 강남구 테헤란로 521,37.5090474,127.060893
1150,1991-11-08,,메디아,서울특별시 강남구 선릉로93길 18,37.5052821,127.0468092
1151,2016-11-30,,스파게티스토리,서울특별시 강남구 역삼로 129,37.4943695,127.03384
1152,2016-04-08,,비긴요크(begin yolk),서울특별시 강남구 학동로21길 10,37.5138582,127.0280369
1153,2016-04-08,,커피플리즈,서울특별시 강남구 학동로4길 24,37.509907,127.0233354
1154,2016-04-11,,다독인더씨티,서울특별시 강남구 논현로101길 10,37.5045804,127.0340635
1155,2016-04-12,,GS역삼명진,서울특별시 강남구 역삼로18길 22,37.4934361,127.0365472
1156,2016-04-12,,커피 셰퍼드,서울특별시 강남구 선릉로112길 65,37.5127051,127.0488764
1157,2016-07-22,,지에스25강남역삼점,서울특별시 강남구 봉은사로48길 32,37.5074117,127.0420832
1158,2016-07-01,,크리스피크림 강남역지하쇼핑센터점,서울특별시 강남구 강남대로 지하,37.5061648,127.0257813
1159,2016-07-01,,GS25 대치대명,서울특별시 강남구 영동대로85길 17,37.506883,127.062278
1160,2016-07-04,,마노핀 강남지하상가점,서울특별시 강남구 강남대로 지하,37.5061648,127.0257813
1161,1981-12-16,,원,서울특별시 강남구 도산대로 405,37.5236975,127.0399666
1162,2017-01-17,,맘스터치 논현점,서울특별시 강남구 강남대로120길 47,37.5079637,127.0272423
1163,2016-09-09,,퓨(PUR),서울특별시 강남구 논현로105길 13,37.5057492,127.0331265
1164,2016-09-12,,GS25 삼성봉은점,서울특별시 강남구 봉은사로71길 6,37.5126709,127.0502031
1165,2016-12-21,,논현77점,서울특별시 강남구 학동로33길 46,37.5177401,127.032248
1166,1991-11-29,,첫번째선택,서울특별시 강남구 압구정로2길 9,37.5211184,127.0195904
1167,2016-01-05,,지에스25 역삼본점,서울특별시 강남구 테헤란로29길 10,37.5023527,127.0388109
1168,2016-07-25,,카페 에이치(현대백화점 무역센타점),서울특별시 강남구 테헤란로 517,37.5085949,127.0597186
1169,2016-07-26,,샐러디선릉점,서울특별시 강남구 선릉로93길 26,37.5048797,127.0463783
1170,1993-10-27,,훼미리마트신사화랑점,서울특별시 강남구 압구정로 110,37.5229663,127.0209482
1171,1988-10-15,,미라보커피숍,서울특별시 강남구 영동대로 511,37.5103975,127.0611934
1172,2016-04-11,,세븐일레븐 논현학나래점,서울특별시 강남구 강남대로136길 7,37.5131593,127.021385
1173,1985-05-20,,경문,서울특별시 강남구 테헤란로8길 25,37.4972898,127.032158
1174,2017-01-10,,동네바보피자,서울특별시 강남구 봉은사로33길 33,37.5100181,127.0347773
1175,2016-01-04,,지에스삼성언주점,서울특별시 강남구 선릉로120길 8,37.5137599,127.0433553
1176,2016-01-04,,앤삼사일사,서울특별시 강남구 논현로139길 3,37.5165783,127.0290998
1177,1988-09-07,,무역센타현대백화점,서울특별시 강남구 영동대로 511,37.5103975,127.0611934
1178,1988-09-30,,토탈스넥,서울특별시 강남구 영동대로 511,37.5103975,127.0611934
1179,1995-04-07,,배스킨라빈스삼성플래티넘,서울특별시 강남구 봉은사로 474,37.5123174,127.0518299
1180,1995-04-11,,쎄븐일레븐논현11호점,서울특별시 강남구 선릉로131길 4,37.5179838,127.0405799
1181,2011-02-09,,홈스테드 논현에넥스점,서울특별시 강남구 학동로 124,37.5119204,127.0247366
1182,2011-02-11,,피베리스커피,서울특별시 강남구 압구정로50길 28,37.5269771,127.0372381
1183,2016-01-06,,감탄커피(Salad & Sandwich),서울특별시 강남구 테헤란로 522,37.5078874,127.0613547
1184,2016-08-29,,공차 파르나스몰점,서울특별시 강남구 테헤란로 521,37.5090474,127.060893
1185,2016-07-14,,겟썸커피,서울특별시 강남구 논현로159길 46-6,37.5224404,127.0244584
1186,1995-04-28,,뱅뱅플라자,서울특별시 강남구 도곡로 110,37.4894939,127.0325488
1187,1995-05-11,,에이에프히치콕,서울특별시 강남구 도산대로53길 32,37.5252804,127.0389638
1188,1995-05-15,,성원,서울특별시 강남구 언주로148길 14,37.5204069,127.0360954
1189,2016-10-06,,주식회사 언니왕,서울특별시 강남구 테헤란로30길 42,37.4985033,127.0400716
1190,2016-10-06,,GS25 논현하니점,서울특별시 강남구 논현로131길 31,37.5138108,127.0278185
1191,2011-07-21,,도치피자 강남,서울특별시 강남구 강남대로98길 27,37.5010241,127.0288802
1192,2004-03-30,,사랑방,서울특별시 강남구 남부순환로 3032,37.4919843,127.058717
1193,2011-05-18,,보리사우나내식당,서울특별시 강남구 선릉로130길 20,37.5161513,127.0434365
1194,2011-05-19,,캠토(대치점),서울특별시 강남구 도곡로78길 6,37.4977479,127.0589213
1195,2011-05-19,,카페리바트스타일,서울특별시 강남구 학동로 142,37.5124285,127.0265833
1196,2011-05-23,,천년취떡,서울특별시 강남구 개포로 615,37.4926936,127.0756284
1197,2011-05-23,,카페테라,서울특별시 강남구 영동대로 416,37.5066085,127.0653699
1198,2016-10-07,,세븐일레븐 역삼우일점,서울특별시 강남구 봉은사로44길 39,37.5068384,127.0413824
1199,2011-05-24,,쎄븐일레븐,서울특별시 강남구 도산대로 454,37.5237003,127.0460526
1200,2004-05-27,,이마트역삼점회코너,서울특별시 강남구 역삼로 310,37.499217,127.0484398
1201,2004-06-03,,(주)삼오물산,서울특별시 강남구 압구정로 343,37.5285614,127.0400548
1202,2004-06-03,,대륙,서울특별시 강남구 테헤란로 517,37.5085949,127.0597186
1203,2004-06-09,,세븐일레븐 포이3호점,서울특별시 강남구 논현로12길 19-9,37.4753706,127.0486574
1204,2004-06-12,,애프터눈,서울특별시 강남구 논현로85길 29,37.4985296,127.0357287
1205,2004-02-12,,네끼식사,서울특별시 강남구 학동로88길 5,37.5187966,127.0536358
1206,2003-12-19,,로시망고본점,서울특별시 강남구 학동로97길 6,37.5202329,127.0559647
1207,2000-07-31,,미니스톱 학동역점,서울특별시 강남구 논현로 664,37.4999198,127.0377596
1208,2004-06-25,,세븐일레븐신사역,서울특별시 강남구 강남대로 600,37.5153925,127.0201916
1209,2004-06-25,,(주)케이앤에이프리첼,서울특별시 강남구 압구정로 343,37.5285614,127.0400548
1210,2004-04-16,,곤주곤주,서울특별시 강남구 강남대로 432,37.5012676,127.0264794
1211,2004-04-20,,시나본,서울특별시 강남구 테헤란로 517,37.5085949,127.0597186
1212,2016-03-28,,이디야커피랩,서울특별시 강남구 논현로 636,37.5104871,127.0329436
1213,2011-08-11,,실버컵커피 테헤란로점,서울특별시 강남구 테헤란로 238,37.5020258,127.042137
1214,2011-08-12,,커피제이(J),서울특별시 강남구 논현로 748,37.5187221,127.0290947
1215,2011-08-16,,두번째뜨는달,서울특별시 강남구 논현로10길 28,37.4748778,127.0508164
1216,2011-08-17,,레몬시티(LEMON CITY),서울특별시 강남구 삼성로104길 18,37.5110075,127.0562549
1217,2011-08-17,,대청웰빙사우나스넥,서울특별시 강남구 개포로 623,37.4943476,127.079616
1218,2011-08-18,,미스터도넛,서울특별시 강남구 영동대로 511,37.5103975,127.0611934
1219,2000-08-11,,마니피자,서울특별시 강남구 언주로 406,37.5055798,127.0414738
1220,2011-07-27,,동우슈퍼,서울특별시 강남구 테헤란로 328,37.5037144,127.0475059
1221,2016-12-09,,세븐일레븐 수서역사1호점,서울특별시 강남구 밤고개로 99,37.4860551,127.1042286
1222,2016-10-24,,주식회사 재이앤지에스25역삼아워홈점,서울특별시 강남구 역삼로3길 10,37.4942586,127.0316291
1223,2017-01-11,,히든브라운(hidden BROWN),서울특별시 강남구 선릉로138길 44,37.51891,127.0441751
1224,2016-08-22,,R 카페,서울특별시 강남구 강남대로98길 14,37.5006975,127.0278398
1225,2016-11-28,,세븐일레븐 삼성예술점,서울특별시 강남구 삼성로100길 8,37.5094695,127.0560524
1226,2016-03-28,,고다방 대치점,서울특별시 강남구 삼성로64길 5,37.5008276,127.0609734
1227,2016-07-07,,핸드폰마을,서울특별시 강남구 압구정로 150,37.5253403,127.0253384
1228,2016-07-07,,(주)무테키야,서울특별시 강남구 논현로105길 21,37.5057014,127.0325525
1229,2016-07-08,,매머드익스프레스 선릉성원빌딩앞점,서울특별시 강남구 선릉로94길 3,37.5059024,127.0487832
1230,2016-03-17,,(주)랍스터바,서울특별시 강남구 압구정로 165,37.5273339,127.0274702
1231,2016-03-21,,빽다방 강남역CGV점,서울특별시 강남구 테헤란로1길 48,37.5014631,127.0269828
1232,2016-08-12,,대청플레이스,서울특별시 강남구 개포로 621,37.4941587,127.0786895
1233,2016-08-12,,카페더드림,서울특별시 강남구 언주로 844,37.5256443,127.0338682
1234,2016-03-22,,파쪼카페(PAZZO Caffe),서울특별시 강남구 선릉로 670,37.5167176,127.0418019
1235,2016-12-09,,백미당 롯데강남점,서울특별시 강남구 도곡로 401,37.4970578,127.0535939
1236,2016-08-26,,그라놀로지,서울특별시 강남구 압구정로 165,37.5273339,127.0274702
1237,2004-03-09,,미니스톱대치시내점,서울특별시 강남구 도곡로77길 7,37.4988033,127.0583171
1238,2011-05-09,,토방불한증막,서울특별시 강남구 도곡로 532,37.4997795,127.0645688
1239,2011-05-11,,역삼 커피로스터스,서울특별시 강남구 테헤란로25길 20,37.5016367,127.0356339
1240,2017-01-16,,세븐일레븐 역삼MG스타점,서울특별시 강남구 테헤란로 335,37.5046528,127.048292
1241,1999-11-16,,베스킨라빈스대치2호점,서울특별시 강남구 선릉로64길 5,37.497902,127.0526595
1242,2001-06-05,,오픈테이블델리,서울특별시 강남구 언주로30길 13,37.4881202,127.0510778
1243,2013-03-15,,카페 낀디오(Cafe Quindio),서울특별시 강남구 도곡로7길 6,37.4910926,127.0351234
1244,2003-12-09,,파파존스피자청담점,서울특별시 강남구 학동로88길 5,37.5187966,127.0536358
1245,2003-12-11,,죠샌드위치,서울특별시 강남구 논현로87길 41,37.4988383,127.0334788
1246,2003-12-15,,하늘과땅이만나는에끌레시아,서울특별시 강남구 테헤란로39길 62,37.5063251,127.0400512
1247,2011-05-11,,북카페사가,서울특별시 강남구 도곡로 509,37.4995866,127.0620542
1248,2001-06-25,,트윈쿡,서울특별시 강남구 영동대로 513,37.5125207,127.0588194
1249,2001-06-15,,커피볶는집,서울특별시 강남구 삼성로57길 22,37.4978398,127.0592568
1250,2004-06-16,,레드망고,서울특별시 강남구 강남대로 430,37.5009983,127.0266058
1251,2011-05-12,,세븐몽키스논현점,서울특별시 강남구 강남대로 514,37.5081684,127.0232145
1252,2001-06-15,,(주)부일,서울특별시 강남구 광평로 280,37.4873264,127.1031402
1253,2005-08-25,,더오렌지,서울특별시 강남구 테헤란로 152,37.4998097,127.0366289
1254,1999-11-01,,세븐일레븐 압구정2점,서울특별시 강남구 압구정로28길 28,37.5247787,127.027515
1255,2005-08-29,,고품격커피공장 역삼점,서울특별시 강남구 강남대로94길 75,37.500774,127.0333951
1256,2006-12-11,,피자스쿨,서울특별시 강남구 양재대로55길 15,37.4918891,127.0874845
1257,2006-12-12,,미테,서울특별시 강남구 논현로 828,37.5224913,127.0285546
1258,2006-12-20,,이디야(건설회관점),서울특별시 강남구 언주로 711,37.5173512,127.0341213
1259,2004-03-11,,테이크어반,서울특별시 강남구 선릉로 817,37.5250858,127.0394412
1260,2004-03-12,,파파존스피자개포점,서울특별시 강남구 논현로 68,37.4763284,127.0464376
1261,2004-03-29,,경주빵(주)삼오물산,서울특별시 강남구 테헤란로 517,37.5085949,127.0597186
1262,2007-01-10,,쿠벅,서울특별시 강남구 영동대로 511,37.5103975,127.0611934
1263,2011-05-26,,블루밍하우스,서울특별시 강남구 테헤란로19길 51,37.5033204,127.0326693
1264,2011-05-27,,카린토만주,서울특별시 강남구 테헤란로 517,37.5085949,127.0597186
1265,2011-05-30,,(주) 골드펌프킨,서울특별시 강남구 압구정로46길 5-2,37.5280518,127.0368914
1266,2007-01-02,,전주비빔밥,서울특별시 강남구 테헤란로 517,37.5085949,127.0597186
1267,2007-12-17,,언약커피하우스,서울특별시 강남구 강남대로 546,37.5109052,127.021953
1268,2007-12-31,,(주)스프링가든,서울특별시 강남구 일원로 81,37.4886619,127.0859826
1269,2008-01-07,,더 빈스(The Beans),서울특별시 강남구 언주로 508,37.5038595,127.0431599
1270,2002-10-11,,더담쟁이,서울특별시 강남구 논현로105길 53,37.5051674,127.0300345
1271,2002-10-14,,마이,서울특별시 강남구 테헤란로13길 22-10,37.501601,127.0323415
1272,2002-10-17,,옹달샘,서울특별시 강남구 테헤란로 101,37.4986087,127.0278979
1273,2002-10-19,,카페토르토니,서울특별시 강남구 논현로 523,37.5030584,127.035436
1274,2002-10-22,,카페햇님,서울특별시 강남구 테헤란로 620,37.5092048,127.0654863
1275,2003-05-15,,미진매점,서울특별시 강남구 강남대로 390,37.4978461,127.0286372
1276,2003-05-16,,오므토토마토대치점,서울특별시 강남구 도곡로 511,37.4996664,127.0622284
1277,2003-05-20,,커피타임,서울특별시 강남구 도산대로 521,37.524866,127.050373
1278,2003-05-13,,커피빈코리아차병원점,서울특별시 강남구 논현로 566,37.506905,127.0344844
1279,2005-08-05,,커피빈코리아청담에스점,서울특별시 강남구 압구정로 461,37.5252829,127.0472385
1280,2005-08-10,,로시망고 논현점,서울특별시 강남구 강남대로118길 7,37.5063975,127.0243274
1281,2007-12-20,,카페코에,서울특별시 강남구 밤고개로1길 10,37.4880163,127.1018486
1282,1999-11-19,,바이더웨이도곡점,서울특별시 강남구 역삼로 416,37.5009356,127.0526234
1283,2003-05-22,,하라,서울특별시 강남구 테헤란로104길 21,37.5076187,127.0657151
1284,2004-01-17,,블루나일,서울특별시 강남구 영동대로 511,37.5103975,127.0611934
1285,2004-01-19,,파파존스피자도곡점,서울특별시 강남구 남부순환로 2747,37.4871611,127.0465645
1286,2004-01-28,,미니스톱대치멤버스점,서울특별시 강남구 삼성로85길 42,37.5046324,127.053752
1287,2004-01-28,,턱스(위치스),서울특별시 강남구 영동대로 513,37.5125207,127.0588194
1288,2013-09-25,,씨유 삼성로점,서울특별시 강남구 삼성로103길 7,37.5102204,127.0539712
1289,2011-05-16,,씨유(신사한남점),서울특별시 강남구 압구정로 110,37.5229663,127.0209482
1290,2011-05-16,,맘스떡볶이,서울특별시 강남구 언주로124길 40,37.5129174,127.0389008
1291,2011-05-17,,더베리와플,서울특별시 강남구 강남대로162길 20,37.5200145,127.0203393
1292,2011-05-17,,지에스25논현동국,서울특별시 강남구 논현로131길 6,37.5146549,127.0297896
1293,2014-10-15,,셀렉토커피 역삼점,서울특별시 강남구 역삼로3길 11,37.4942157,127.0311672
1294,2014-10-16,,스무디킹 도심공항점,서울특별시 강남구 테헤란로87길 22,37.5095909,127.0592738
1295,2018-04-03,,오! 소녀의 갓푸드,서울특별시 강남구 영동대로 513,37.5125207,127.0588194
1296,2017-10-31,,주식회사 열두달,서울특별시 강남구 테헤란로13길 38,37.5020912,127.0317412
1297,2018-05-23,,CU포이점,서울특별시 강남구 개포로 233,37.4790574,127.0481149
1298,2014-07-08,,카페그레더치 익스프레스,서울특별시 강남구 압구정로 161,37.5270132,127.026458
1299,2011-12-01,,(주)아워홈 린컴퍼니점카페,서울특별시 강남구 영동대로 734,37.5235219,127.0557401
1300,2015-03-05,,더치 앤 빈,서울특별시 강남구 논현로87길 19,37.4994382,127.0350977
1301,2015-03-30,,카페본,서울특별시 강남구 남부순환로 3318,37.4919843,127.058717
1302,2018-01-03,,식스 플로어,서울특별시 강남구 영동대로 211,37.4975483,127.0688261
1303,2018-01-03,,씨유 선정릉역점,서울특별시 강남구 봉은사로 409,37.5108813,127.0447634
1304,2010-12-02,,보광훼미리마트 역삼경남점,서울특별시 강남구 언주로85길 13,37.5005712,127.0423112
1305,2010-12-02,,빨간모자피자,서울특별시 강남구 개포로 512,37.4892714,127.0688177
1306,2017-09-11,,에맥앤볼리오스,서울특별시 강남구 도산대로15길 32,37.5203511,127.0237476
1307,2017-09-11,,GS25 대치학원점,서울특별시 강남구 도곡로 511,37.4996664,127.0622284
1308,2017-09-11,,군밤먹을래? 꿀밤맞을래?,서울특별시 강남구 논현로 874,37.5265674,127.0288314
1309,2011-06-09,,거니떡볶이,서울특별시 강남구 논현로152길 33,37.521731,127.0307978
1310,2012-04-10,,이디야커피,서울특별시 강남구 선릉로 519,37.5058855,127.0480313
1311,2018-01-09,,지에스25 압구정신구점,서울특별시 강남구 압구정로34길 24,37.526604,127.0305936
1312,2018-01-10,,지에스25 청담센터점,서울특별시 강남구 선릉로158길 9,37.525708,127.0409258
1313,2005-08-12,,커피빈코리아 신사점,서울특별시 강남구 도산대로 126,37.5169669,127.0224083
1314,2015-06-05,,마피아 디저트,서울특별시 강남구 압구정로 165,37.5273339,127.0274702
1315,2015-06-08,,젬스커피,서울특별시 강남구 양재대로27길 14,37.4900783,127.0817816
1316,2012-04-13,,한마음맞춤운동센터,서울특별시 강남구 역삼로 509,37.5035648,127.0594289
1317,2011-06-08,,와우(WoW),서울특별시 강남구 역삼로78길 15,37.5015424,127.057313
1318,2017-12-08,,GS25 신사센터점,서울특별시 강남구 압구정로2길 58,37.5181796,127.0212039
1319,2018-04-25,,주식회사 오렌지 그라운드,서울특별시 강남구 영동대로 513,37.5125207,127.0588194
1320,2007-12-11,,아트큐브,서울특별시 강남구 언주로 118,37.4865165,127.0518831
1321,2017-04-21,,삼성수카페,서울특별시 강남구 강남대로 292,37.489364,127.0322427
1322,2017-04-21,,지에스25 압구정유림,서울특별시 강남구 압구정로28길 49,37.5232923,127.027693
1323,2017-04-26,,퍼펙트아이스,서울특별시 강남구 영동대로 513,37.5125207,127.0588194
1324,2017-04-26,,주식회사 스테이크아웃,서울특별시 강남구 영동대로 513,37.5125207,127.0588194
1325,2014-11-10,,(주)비바브라질,서울특별시 강남구 압구정로 165,37.5273339,127.0274702
1326,2014-11-11,,탐앤탐스 일원점,서울특별시 강남구 개포로140길 30,37.4937421,127.0865568
1327,2014-11-11,,앤티앤스 프레즐,서울특별시 강남구 영동대로 513,37.5125207,127.0588194
1328,2010-08-20,,(주)지노믹스,서울특별시 강남구 도곡로 401,37.4970578,127.0535939
1329,2018-04-13,,써브웨이선정릉역점,서울특별시 강남구 봉은사로 328,37.509708,127.0429139
1330,2015-05-15,,(주)보나비 아티제 지에프씨(GFC)점,서울특별시 강남구 테헤란로 152,37.4998097,127.0366289
1331,2015-05-18,,큐카페,서울특별시 강남구 도곡로78길 6,37.4977479,127.0589213
1332,2017-11-01,,커피온리 강남역점,서울특별시 강남구 강남대로102길 20,37.5022602,127.0273118
1333,2011-08-02,,메드커피(MAD COFFEE),서울특별시 강남구 테헤란로98길 8,37.5077011,127.0620054
1334,2013-08-20,,CRU(씨알유),서울특별시 강남구 영동대로 602,37.5148855,127.0604126
1335,2013-08-28,,그린푸드,서울특별시 강남구 압구정로 334,37.528149,127.038049
1336,2013-08-29,,뉴욕크로넛 현대백화점 무역점,서울특별시 강남구 테헤란로 517,37.5085949,127.0597186
1337,2013-09-04,,플레이스,서울특별시 강남구 학동로55길 12-3,37.5185957,127.0418613
1338,2013-09-05,,케이존 컴퍼니,서울특별시 강남구 삼성로 712,37.5197133,127.0501421
1339,2022-10-25,,마님김밥 논현점,서울특별시 강남구 학동로4길 35,37.5092145,127.0239805
1340,2011-06-15,,메가커피 강남역지하도점,서울특별시 강남구 테헤란로 101,37.4986087,127.0278979
1341,2011-06-15,,"안녕, 어서와",서울특별시 강남구 봉은사로63길 7,37.5118453,127.046981
1342,2004-02-27,,파파존스피자대치점,서울특별시 강남구 삼성로 417,37.5039582,127.057042
1343,2004-02-05,,GS25도곡점,서울특별시 강남구 남부순환로 2730,37.4857295,127.0447019
1344,2004-03-09,,파파밸리,서울특별시 강남구 영동대로 513,37.5125207,127.0588194
1345,2012-03-30,,성원 빈,서울특별시 강남구 테헤란로 607,37.5094924,127.0639701
1346,2014-07-01,,던킨도너츠 역삼GS타워점,서울특별시 강남구 논현로 508,37.5020938,127.0367984
1347,2015-05-11,,에스뚜체 도곡점,서울특별시 강남구 언주로 118,37.4865165,127.0518831
1348,2017-08-21,,이마트 위드미 삼성중앙점,서울특별시 강남구 영동대로96길 37,37.5116943,127.0655406
1349,2018-02-14,,호관점,서울특별시 강남구 영동대로 513,37.5125207,127.0588194
1350,2018-02-19,,파란행복(주),서울특별시 강남구 논현로85길 28,37.4988187,127.0355328
1351,2018-02-19,,오하라,서울특별시 강남구 도곡로99길 23,37.5021597,127.0654252
1352,2018-02-19,,칠요일의케이크,서울특별시 강남구 선릉로132길 50,37.5185748,127.0451641
1353,2014-10-16,,더 체어,서울특별시 강남구 논현로26길 30-6,37.4828188,127.0449808
1354,2012-06-01,,이벳르블랑(주),서울특별시 강남구 봉은사로6길 16,37.504036,127.0267959
1355,2018-03-14,,딜라이트 카페(Delight cafe),서울특별시 강남구 봉은사로 418,37.510604,127.0459371
1356,2018-03-14,,노르딕 연어,서울특별시 강남구 도곡로 401,37.4970578,127.0535939
1357,2018-04-10,,커피온리(강남구청역점),서울특별시 강남구 선릉로 665,37.516076,127.0414056
1358,2018-04-11,,투썸플레이스 역삼성홍타워점,서울특별시 강남구 테헤란로 138,37.4996424,127.0342691
1359,2018-04-11,,타이티 플래그쉽 스토어,서울특별시 강남구 선릉로18길 4,37.4839863,127.0595615
1360,2017-09-21,,오마뎅 강남구청점,서울특별시 강남구 선릉로130길 56,37.5172104,127.0462871
1361,2013-02-20,,파스쿠찌 선정릉역점,서울특별시 강남구 선릉로121길 6,37.5143122,127.0418306
1362,2013-02-20,,투썸플레이스,서울특별시 강남구 도산대로37길 19,37.5223027,127.0311474
1363,2013-11-13,,주식회사 엘홀딩스 강남지점,서울특별시 강남구 봉은사로74길 14,37.5115669,127.0516857
1364,2012-09-28,,르브아,서울특별시 강남구 압구정로 343,37.5285614,127.0400548
1365,2013-11-14,,아이디어 팩토리,서울특별시 강남구 테헤란로4길 14,37.4972525,127.0295776
1366,2012-10-10,,카페에쏘,서울특별시 강남구 학동로43길 18,37.5173681,127.0376126
1367,2014-10-13,,이디야커피 청담역사점,서울특별시 강남구 학동로 지하,37.5167317,127.042221
1368,2014-10-14,,앤드커피,서울특별시 강남구 역삼로9길 24,37.4956074,127.0339094
1369,2014-10-14,,노른자쇼핑(수산),서울특별시 강남구 선릉로130길 56,37.5172104,127.0462871
1370,2014-07-04,,커피주네 (JUNE),서울특별시 강남구 봉은사로 129,37.5058893,127.0282231
1371,2014-07-04,,비첸향,서울특별시 강남구 테헤란로 517,37.5085949,127.0597186
1372,2014-07-07,,더 커먼스,서울특별시 강남구 강남대로102길 40,37.5034304,127.0283922
1373,2011-11-30,,까페 마로니에,서울특별시 강남구 봉은사로 332,37.509799,127.0432252
1374,1998-01-12,,미스터피자,서울특별시 강남구 언주로 405,37.4992085,127.0439217
1375,2011-06-27,,애쉴리즈,서울특별시 강남구 학동로77길 5,37.5191156,127.0491355
1376,2011-06-30,,역삼분식,서울특별시 강남구 테헤란로33길 13-6,37.5026975,127.0387837
1377,2011-06-30,,(주)커피빈코리아코엑스인터점,서울특별시 강남구 영동대로 511,37.5103975,127.0611934
1378,2017-10-27,,GS25 개포경남점,서울특별시 강남구 언주로 110,37.4845146,127.054174
1379,2017-10-30,,착형,서울특별시 강남구 광평로 280,37.4873264,127.1031402
1380,2017-10-31,,PLE(플),서울특별시 강남구 봉은사로20길 48,37.5040103,127.0332738
1381,2004-06-29,,주부식당,서울특별시 강남구 봉은사로26길 22,37.5056267,127.0335154
1382,2013-11-28,,배스킨라빈스 선릉역점,서울특별시 강남구 선릉로93길 12,37.5054118,127.0472817
1383,2015-05-08,,배스킨라빈스,서울특별시 강남구 개포로 216,37.4784336,127.0464347
1384,2017-12-06,,와이비엠 카페익스프레스(YBM Cafexpress),서울특별시 강남구 강남대로 408,37.4992228,127.0275751
1385,2018-04-19,,퍼펙트아이스,서울특별시 강남구 영동대로 513,37.5125207,127.0588194
1386,2012-06-04,,커피별B612,서울특별시 강남구 개포로 307,37.4839728,127.0560141
1387,2017-04-20,,소망풍경,서울특별시 강남구 언주로159길 15,37.5241655,127.0314749
1388,2017-04-20,,더치앤빈,서울특별시 강남구 테헤란로 322,37.5029732,127.0465325
1389,2017-04-20,,소테이크,서울특별시 강남구 영동대로 513,37.5125207,127.0588194
1390,2017-10-12,,오시오(OSIO),서울특별시 강남구 봉은사로59길 15,37.5120155,127.0455111
1391,2018-03-14,,백미당 강남358타워점,서울특별시 강남구 강남대로 358,37.4950386,127.0297037
1392,2017-04-25,,돌돌이롤징어,서울특별시 강남구 영동대로 513,37.5125207,127.0588194
